city_prefix;city_val;district_prefix;district_val;street;street_prefix;street_val
thanh pho;Hồ Chí Minh;quan;2;100B;duong;100B
thanh pho;Hồ Chí Minh;quan;2;104A;duong;104A
thanh pho;Hồ Chí Minh;quan;2;2.5A;duong;2.5A
thanh pho;Hồ Chí Minh;quan;2;204B;duong;204B
thanh pho;Hồ Chí Minh;quan;2;67Cl;duong;67Cl
thanh pho;Hồ Chí Minh;quan;2;DCT7;duong;DCT7
thanh pho;Hồ Chí Minh;quan;2;JD12;duong;JD12
thanh pho;Hồ Chí Minh;quan;2;Số D;duong;D
thanh pho;Hồ Chí Minh;quan;7;1041;duong;1041
thanh pho;Hồ Chí Minh;quan;8;1011;duong;1011
thanh pho;Hồ Chí Minh;quan;8;1107;duong;1107
thanh pho;Hồ Chí Minh;quan;8;152A;duong;152A
thanh pho;Hồ Chí Minh;quan;8;152B;duong;152B
thanh pho;Hồ Chí Minh;quan;8;19/8;duong;19/8
thanh pho;Hồ Chí Minh;quan;8;267A;duong;267A
thanh pho;Hồ Chí Minh;quan;8;267B;duong;267B
thanh pho;Hồ Chí Minh;quan;8;3122;duong;3122
thanh pho;Hồ Chí Minh;quan;8;320A;duong;320A
thanh pho;Hồ Chí Minh;quan;8;817A;duong;817A
thanh pho;Hồ Chí Minh;quan;9;100A;duong;100A
thanh pho;Hồ Chí Minh;quan;9;1021;duong;1021
thanh pho;Hồ Chí Minh;quan;9;1022;duong;1022
thanh pho;Hồ Chí Minh;quan;9;1025;duong;1025
thanh pho;Hồ Chí Minh;quan;9;1088;duong;1088
thanh pho;Hồ Chí Minh;quan;9;1106;duong;1106
thanh pho;Hồ Chí Minh;quan;9;127D;duong;127D
thanh pho;Hồ Chí Minh;quan;9;1315;duong;1315
thanh pho;Hồ Chí Minh;quan;9;205A;duong;205A
thanh pho;Hồ Chí Minh;quan;9;210A;duong;210A
thanh pho;Hồ Chí Minh;quan;9;225A;duong;225A
thanh pho;Hồ Chí Minh;quan;9;225B;duong;225B
thanh pho;Hồ Chí Minh;quan;9;270A;duong;270A
thanh pho;Hồ Chí Minh;quan;9;270B;duong;270B
thanh pho;Hồ Chí Minh;quan;9;270D;duong;270D
thanh pho;Hồ Chí Minh;quan;9;410C;duong;410C
thanh pho;Hồ Chí Minh;quan;9;447B;duong;447B
thanh pho;Hồ Chí Minh;quan;9;711A;duong;711A
thanh pho;Hồ Chí Minh;quan;9;CT01;duong;CT01
thanh pho;Hồ Chí Minh;quan;9;D100;duong;D100
thanh pho;Hồ Chí Minh;quan;9;D11B;duong;D11B
thanh pho;Hồ Chí Minh;quan;9;D400;duong;D400
thanh pho;Hồ Chí Minh;quan;9;D990;duong;D990
thanh pho;Hồ Chí Minh;quan;Tân Bình;27/3;duong;27/3
thanh pho;Hồ Chí Minh;quan;Tân Bình;K200;duong;K200
thanh pho;Hồ Chí Minh;quan;Tân Bình;K300;duong;K300
thanh pho;Hồ Chí Minh;quan;Tân Bình;Lô D;duong;Lô D
thanh pho;Hồ Chí Minh;quan;Tân Phú;19/5;duong;19/5
thanh pho;Hồ Chí Minh;quan;Tân Phú;26/3;duong;26/3
thanh pho;Hồ Chí Minh;quan;Tân Phú;30/4;duong;30/4
thanh pho;Hồ Chí Minh;quan;Tân Phú;CN10;duong;CN10
thanh pho;Hồ Chí Minh;quan;Tân Phú;CN11;duong;CN11
thanh pho;Hồ Chí Minh;quan;Tân Phú;CN12;duong;CN12
thanh pho;Hồ Chí Minh;quan;Tân Phú;CN13;duong;CN13
thanh pho;Hồ Chí Minh;quan;Tân Phú;D14A;duong;D14A
thanh pho;Hồ Chí Minh;quan;Tân Phú;D14B;duong;D14B
thanh pho;Hồ Chí Minh;quan;Tân Phú;DC11;duong;DC11
thanh pho;Hồ Chí Minh;quan;Tân Phú;DC13;duong;DC13
thanh pho;Hồ Chí Minh;quan;Thủ Đức;N9-2;duong;N9-2
thanh pho;Hồ Chí Minh;quan;Thủ Đức;Số 1;duong;1
thanh pho;Hồ Chí Minh;quan;Thủ Đức;Số 2;duong;2
thanh pho;Hồ Chí Minh;quan;Thủ Đức;Số 3;duong;3
thanh pho;Hồ Chí Minh;quan;Thủ Đức;Số 4;duong;4
thanh pho;Hồ Chí Minh;quan;Thủ Đức;Số 5;duong;5
thanh pho;Hồ Chí Minh;quan;Thủ Đức;Số 6;duong;6
thanh pho;Hồ Chí Minh;quan;Thủ Đức;Số 7;duong;7
thanh pho;Hồ Chí Minh;quan;Thủ Đức;Số 8;duong;8
thanh pho;Hồ Chí Minh;quan;Thủ Đức;Số 9;duong;9
tinh;Tuyên Quang;thanh pho;Tuyên Quang;17/8;duong;17/8
tinh;Hưng Yên;huyen;Khoái Châu;209;duong;209
tinh;Hưng Yên;huyen;Khoái Châu;377;duong;377
tinh;Hưng Yên;huyen;Mỹ Hào;D34;duong;D34
tinh;Hưng Yên;huyen;Văn Lâm;196;duong;196
tinh;Hưng Yên;huyen;Yên Mỹ;39A;duong;39A
thanh pho;Hải Phòng;huyen;An Dương;BS2;duong;BS2
thanh pho;Hải Phòng;huyen;An Lão;303;duong;303
thanh pho;Hải Phòng;huyen;An Lão;357;duong;357
thanh pho;Hải Phòng;huyen;Cát Hải;1/4;duong;1/4
thanh pho;Hải Phòng;quan;Đồ Sơn;403;duong;403
thanh pho;Hải Phòng;quan;Hải An;7/3;duong;7/3
thanh pho;Hải Phòng;quan;Hải An;Dứa;duong;Dứa
thanh pho;Hải Phòng;quan;Hải An;Lim;duong;Lim
thanh pho;Hải Phòng;quan;Hồng Bàng;5/1;duong;5/1
thanh pho;Hải Phòng;quan;Hồng Bàng;5/2;duong;5/2
thanh pho;Hải Phòng;huyen;Kiến Thụy;361;duong;361
thanh pho;Hải Phòng;huyen;Kiến Thụy;362;duong;362
thanh pho;Hải Phòng;quan;Ngô Quyền;349;duong;349
thanh pho;Hải Phòng;huyen;Thủy Nguyên;203;duong;203
thanh pho;Hải Phòng;huyen;Thủy Nguyên;352;duong;352
thanh pho;Hải Phòng;huyen;Tiên Lãng;354;duong;354
tinh;Gia Lai;huyen;Đăk Đoa;641;duong;641
tinh;Gia Lai;thanh pho;Plei Ku;Wừu;duong;Wừu
tinh;Bình Định;thanh pho;Quy Nhơn;1/3;duong;1/3
tinh;Thái Nguyên;thi xa;Sông Công;262;duong;262
tinh;Thái Nguyên;thanh pho;Thái Nguyên;505;duong;505
tinh;Tiền Giang;huyen;Cái Bè;875;duong;875
tinh;Tiền Giang;huyen;Châu Thành;Wl1;duong;Wl1
tinh;Tiền Giang;huyen;Chợ Gạo;Vàm;duong;Vàm
tinh;Tiền Giang;thanh pho;Mỹ Tho;789;duong;789
tinh;Tiền Giang;thanh pho;Mỹ Tho;92A;duong;92A
tinh;Tiền Giang;thanh pho;Mỹ Tho;92C;duong;92C
tinh;Tiền Giang;thanh pho;Mỹ Tho;92D;duong;92D
tinh;Tiền Giang;thanh pho;Mỹ Tho;94B;duong;94B
tinh;Tiền Giang;thanh pho;Mỹ Tho;Đài;duong;Đài
tinh;Tiền Giang;huyen;Tân Phước;867;duong;867
tinh;Quảng Ninh;thanh pho;Hạ Long;227;duong;227
tinh;Quảng Ninh;thanh pho;Hạ Long;337;duong;337
tinh;Quảng Ninh;huyen;Vân Đồn;334;duong;334
tinh;Thái Bình;huyen;Kiến Xương;219;duong;219
tinh;Thái Bình;thanh pho;Thái Bình;39B;duong;39B
tinh;Long An;huyen;Bến Lức;HL6;duong;HL6
tinh;Long An;huyen;Cần Đước;216;duong;216
tinh;Long An;huyen;Cần Giuộc;830;duong;830
tinh;Long An;huyen;Cần Giuộc;MD2;duong;MD2
tinh;Long An;huyen;Cần Giuộc;TĐ3;duong;TĐ3
tinh;Long An;huyen;Đức Hòa;36M;duong;36M
tinh;Long An;huyen;Đức Hòa;821;duong;821
tinh;Long An;huyen;Đức Hòa;825;duong;825
tinh;Long An;huyen;Đức Hòa;A19;duong;A19
tinh;Long An;huyen;Đức Hòa;A69;duong;A69
tinh;Long An;huyen;Đức Hòa;A7B;duong;A7B
tinh;Long An;huyen;Đức Hòa;BN6;duong;BN6
tinh;Long An;huyen;Đức Hòa;BN7;duong;BN7
tinh;Long An;huyen;Đức Hòa;CL1;duong;CL1
tinh;Long An;huyen;Đức Hòa;KT1;duong;KT1
tinh;Long An;huyen;Đức Hòa;TC4;duong;TC4
tinh;Long An;huyen;Đức Hòa;TC5;duong;TC5
tinh;Long An;huyen;Đức Hòa;TN3;duong;TN3
tinh;Long An;huyen;Tân Trụ;832;duong;832
tinh;Long An;huyen;Tân Trụ;Đan;duong;Đan
tinh;Long An;huyen;Thủ Thừa;834;duong;834
tinh;Long An;huyen;Thủ Thừa;NT1;duong;NT1
thanh pho;Hà Nội;huyen;Ba Vì;87A;duong;87A
thanh pho;Hà Nội;quan;Bắc Từ Liêm;Lộc;duong;Lộc
thanh pho;Hà Nội;quan;Cầu Giấy;15D;duong;15D
thanh pho;Hà Nội;quan;Cầu Giấy;CD1;duong;CD1
thanh pho;Hà Nội;quan;Cầu Giấy;CD2;duong;CD2
thanh pho;Hà Nội;quan;Cầu Giấy;CD3;duong;CD3
thanh pho;Hà Nội;huyen;Đông Anh;Yên;duong;Yên
thanh pho;Hà Nội;huyen;Gia Lâm;333;duong;333
thanh pho;Hà Nội;quan;Hà Đông;Xốm;duong;Xốm
thanh pho;Hà Nội;huyen;Hoài Đức;422;duong;422
thanh pho;Hà Nội;huyen;Mê Linh;353;duong;353
thanh pho;Hà Nội;quan;Nam Từ Liêm;CN7;duong;CN7
thanh pho;Hà Nội;quan;Nam Từ Liêm;K1B;duong;K1B
thanh pho;Hà Nội;quan;Nam Từ Liêm;K32;duong;K32
thanh pho;Hà Nội;quan;Nam Từ Liêm;TT2;duong;TT2
thanh pho;Hà Nội;quan;Nam Từ Liêm;TT3;duong;TT3
thanh pho;Hà Nội;huyen;Quốc Oai;446;duong;446
thanh pho;Hà Nội;thi xa;Sơn Tây;916;duong;916
thanh pho;Hà Nội;huyen;Thanh Trì;70A;duong;70A
thanh pho;Hà Nội;huyen;Thanh Trì;70B;duong;70B
thanh pho;Hà Nội;huyen;Thường Tín;Tía;duong;Tía
tinh;Lào Cai;thanh pho;Lào Cai;B4A;duong;B4A
tinh;Lào Cai;thanh pho;Lào Cai;DM1;duong;DM1
tinh;Lào Cai;thanh pho;Lào Cai;DM3;duong;DM3
tinh;Lào Cai;thanh pho;Lào Cai;DM4;duong;DM4
tinh;Lào Cai;thanh pho;Lào Cai;E13;duong;E13
tinh;Lào Cai;thanh pho;Lào Cai;E15;duong;E15
tinh;Lào Cai;thanh pho;Lào Cai;E16;duong;E16
tinh;Lào Cai;thanh pho;Lào Cai;E17;duong;E17
tinh;Lào Cai;thanh pho;Lào Cai;E18;duong;E18
tinh;Lào Cai;thanh pho;Lào Cai;M21;duong;M21
tinh;Lào Cai;thanh pho;Lào Cai;TN7;duong;TN7
tinh;Hà Nam;huyen;Bình Lục;64B;duong;64B
tinh;Hà Nam;thanh pho;Phủ Lý;979;duong;979
tinh;Phú Thọ;huyen;Thanh Ba;312;duong;312
tinh;Phú Thọ;thanh pho;Việt Trì;Gát;duong;Gát
tinh;Đồng Nai;thanh pho;Biên Hòa;313;duong;313
tinh;Đồng Nai;thanh pho;Biên Hòa;518;duong;518
tinh;Đồng Nai;thanh pho;Biên Hòa;D8A;duong;D8A
tinh;Đồng Nai;thi xa;Long Khánh;9/4;duong;9/4
tinh;Đồng Nai;huyen;Long Thành;240;duong;240
tinh;Đồng Nai;huyen;Long Thành;51A;duong;51A
tinh;Đồng Nai;huyen;Long Thành;679;duong;679
tinh;Đồng Nai;huyen;Nhơn Trạch;25C;duong;25C
tinh;Đồng Nai;huyen;Thống Nhất;N31;duong;N31
tinh;Đồng Nai;huyen;Thống Nhất;N32;duong;N32
tinh;Đồng Nai;huyen;Thống Nhất;N33;duong;N33
tinh;Đồng Nai;huyen;Thống Nhất;N34;duong;N34
tinh;Đồng Nai;huyen;Thống Nhất;N36;duong;N36
tinh;Đồng Nai;huyen;Vĩnh Cửu;768;duong;768
tinh;Đồng Nai;huyen;Xuân Lộc;763;duong;763
tinh;Đồng Nai;huyen;Xuân Lộc;XH8;duong;XH8
tinh;Bình Thuận;thanh pho;Phan Thiết;76B;duong;76B
tinh;Bình Thuận;huyen;Tánh Linh;710;duong;710
tinh;Thanh Hóa;thanh pho;Thanh Hóa;395;duong;395
tinh;Thanh Hóa;thanh pho;Thanh Hóa;Môi;duong;Môi
tinh;Thanh Hóa;thanh pho;Thanh Hóa;Voi;duong;Voi
tinh;Thanh Hóa;huyen;Thiệu Hóa;502;duong;502
tinh;Vĩnh Phúc;huyen;Bình Xuyên;302;duong;302
tinh;Vĩnh Phúc;thi xa;Phúc Yên;308;duong;308
tinh;Vĩnh Phúc;huyen;Tam Dương;306;duong;306
tinh;Vĩnh Phúc;huyen;Tam Dương;310;duong;310
tinh;Vĩnh Phúc;huyen;Tam Dương;336;duong;336
tinh;Hà Tĩnh;huyen;Nghi Xuân;547;duong;547
tinh;Bình Phước;huyen;Chơn Thành;C20;duong;C20
tinh;Bình Phước;huyen;Chơn Thành;T2A;duong;T2A
tinh;Bình Phước;huyen;Chơn Thành;TB1;duong;TB1
tinh;Bình Phước;huyen;Đồng Phú;753;duong;753
tinh;Bình Phước;thi xa;Đồng Xoài;246;duong;246
tinh;Bình Phước;thi xa;Đồng Xoài;5B3;duong;5B3
tinh;Bình Phước;thi xa;Đồng Xoài;5B4;duong;5B4
tinh;Bình Phước;thi xa;Đồng Xoài;5B5;duong;5B5
tinh;Bình Phước;thi xa;Đồng Xoài;5B6;duong;5B6
tinh;Bình Phước;thi xa;Đồng Xoài;9/6;duong;9/6
tinh;Bình Phước;huyen;Hớn Quản;Z68;duong;Z68
tinh;Bình Phước;huyen;Phú Riềng;757;duong;757
tinh;Bình Phước;thi xa;Phước Long;6/1;duong;6/1
tinh;Đồng Tháp;huyen;Huyện Cao Lãnh;307;duong;307
tinh;Đồng Tháp;huyen;Lấp Vò;852;duong;852
tinh;Đồng Tháp;thi xa;Sa Đéc;818;duong;818
tinh;Đồng Tháp;thi xa;Sa Đéc;848;duong;848
tinh;Đồng Tháp;thi xa;Sa Đéc;853;duong;853
tinh;Tây Ninh;huyen;Châu Thành;788;duong;788
tinh;Tây Ninh;huyen;Dương Minh Châu;781;duong;781
tinh;Tây Ninh;huyen;Tân Châu;794;duong;794
tinh;Tây Ninh;huyen;Tân Châu;795;duong;795
tinh;Tây Ninh;thi xa;Tây Ninh;784;duong;784
tinh;Tây Ninh;thi xa;Tây Ninh;786;duong;786
tinh;Tây Ninh;huyen;Trảng Bàng;782;duong;782
tinh;Tây Ninh;huyen;Trảng Bàng;787;duong;787
tinh;Bình Dương;huyen;Bàu Bàng;XK1;duong;XK1
tinh;Bình Dương;thi xa;Bến Cát;609;duong;609
tinh;Bình Dương;thi xa;Bến Cát;744;duong;744
tinh;Bình Dương;thi xa;Bến Cát;748;duong;748
tinh;Bình Dương;thi xa;Bến Cát;BD3;duong;BD3
tinh;Bình Dương;thi xa;Bến Cát;D4C;duong;D4C
tinh;Bình Dương;thi xa;Bến Cát;DA3;duong;DA3
tinh;Bình Dương;thi xa;Bến Cát;DA4;duong;DA4
tinh;Bình Dương;thi xa;Bến Cát;DB3;duong;DB3
tinh;Bình Dương;thi xa;Bến Cát;DB8;duong;DB8
tinh;Bình Dương;thi xa;Bến Cát;DE1;duong;DE1
tinh;Bình Dương;thi xa;Bến Cát;DE4;duong;DE4
tinh;Bình Dương;thi xa;Bến Cát;DE7;duong;DE7
tinh;Bình Dương;thi xa;Bến Cát;DF1;duong;DF1
tinh;Bình Dương;thi xa;Bến Cát;DF2;duong;DF2
tinh;Bình Dương;thi xa;Bến Cát;DG1;duong;DG1
tinh;Bình Dương;thi xa;Bến Cát;DG2;duong;DG2
tinh;Bình Dương;thi xa;Bến Cát;DG3;duong;DG3
tinh;Bình Dương;thi xa;Bến Cát;DG4;duong;DG4
tinh;Bình Dương;thi xa;Bến Cát;DG5;duong;DG5
tinh;Bình Dương;thi xa;Bến Cát;DH1;duong;DH1
tinh;Bình Dương;thi xa;Bến Cát;DH3;duong;DH3
tinh;Bình Dương;thi xa;Bến Cát;DH6;duong;DH6
tinh;Bình Dương;thi xa;Bến Cát;DH7;duong;DH7
tinh;Bình Dương;thi xa;Bến Cát;DH9;duong;DH9
tinh;Bình Dương;thi xa;Bến Cát;DI1;duong;DI1
tinh;Bình Dương;thi xa;Bến Cát;DI2;duong;DI2
tinh;Bình Dương;thi xa;Bến Cát;DI3;duong;DI3
tinh;Bình Dương;thi xa;Bến Cát;DI4;duong;DI4
tinh;Bình Dương;thi xa;Bến Cát;DI5;duong;DI5
tinh;Bình Dương;thi xa;Bến Cát;DJ1;duong;DJ1
tinh;Bình Dương;thi xa;Bến Cát;DJ2;duong;DJ2
tinh;Bình Dương;thi xa;Bến Cát;DJ3;duong;DJ3
tinh;Bình Dương;thi xa;Bến Cát;DJ4;duong;DJ4
tinh;Bình Dương;thi xa;Bến Cát;DJ5;duong;DJ5
tinh;Bình Dương;thi xa;Bến Cát;DJ6;duong;DJ6
tinh;Bình Dương;thi xa;Bến Cát;DJ7;duong;DJ7
tinh;Bình Dương;thi xa;Bến Cát;DJ8;duong;DJ8
tinh;Bình Dương;thi xa;Bến Cát;DK1;duong;DK1
tinh;Bình Dương;thi xa;Bến Cát;DK2;duong;DK2
tinh;Bình Dương;thi xa;Bến Cát;DK3;duong;DK3
tinh;Bình Dương;thi xa;Bến Cát;DK5;duong;DK5
tinh;Bình Dương;thi xa;Bến Cát;DK8;duong;DK8
tinh;Bình Dương;thi xa;Bến Cát;DK9;duong;DK9
tinh;Bình Dương;thi xa;Bến Cát;DL3;duong;DL3
tinh;Bình Dương;thi xa;Bến Cát;DL4;duong;DL4
tinh;Bình Dương;thi xa;Bến Cát;DL5;duong;DL5
tinh;Bình Dương;thi xa;Bến Cát;DL6;duong;DL6
tinh;Bình Dương;thi xa;Bến Cát;DL7;duong;DL7
tinh;Bình Dương;thi xa;Bến Cát;DL8;duong;DL8
tinh;Bình Dương;thi xa;Bến Cát;DL9;duong;DL9
tinh;Bình Dương;thi xa;Bến Cát;DY7;duong;DY7
tinh;Bình Dương;thi xa;Bến Cát;F14;duong;F14
tinh;Bình Dương;thi xa;Bến Cát;J44;duong;J44
tinh;Bình Dương;thi xa;Bến Cát;KH1;duong;KH1
tinh;Bình Dương;thi xa;Bến Cát;KH2;duong;KH2
tinh;Bình Dương;thi xa;Bến Cát;KK2;duong;KK2
tinh;Bình Dương;thi xa;Bến Cát;KK3;duong;KK3
tinh;Bình Dương;thi xa;Bến Cát;KK4;duong;KK4
tinh;Bình Dương;thi xa;Bến Cát;KL1;duong;KL1
tinh;Bình Dương;thi xa;Bến Cát;KL2;duong;KL2
tinh;Bình Dương;thi xa;Bến Cát;KL3;duong;KL3
tinh;Bình Dương;thi xa;Bến Cát;L10;duong;L10
tinh;Bình Dương;thi xa;Bến Cát;L52;duong;L52
tinh;Bình Dương;thi xa;Bến Cát;L59;duong;L59
tinh;Bình Dương;thi xa;Bến Cát;N4B;duong;N4B
tinh;Bình Dương;thi xa;Bến Cát;NC2;duong;NC2
tinh;Bình Dương;thi xa;Bến Cát;NC3;duong;NC3
tinh;Bình Dương;thi xa;Bến Cát;NE2;duong;NE2
tinh;Bình Dương;thi xa;Bến Cát;NE4;duong;NE4
tinh;Bình Dương;thi xa;Bến Cát;NE6;duong;NE6
tinh;Bình Dương;thi xa;Bến Cát;NE7;duong;NE7
tinh;Bình Dương;thi xa;Bến Cát;NF1;duong;NF1
tinh;Bình Dương;thi xa;Bến Cát;NF2;duong;NF2
tinh;Bình Dương;thi xa;Bến Cát;NF3;duong;NF3
tinh;Bình Dương;thi xa;Bến Cát;NF4;duong;NF4
tinh;Bình Dương;thi xa;Bến Cát;NF5;duong;NF5
tinh;Bình Dương;thi xa;Bến Cát;NF6;duong;NF6
tinh;Bình Dương;thi xa;Bến Cát;NF7;duong;NF7
tinh;Bình Dương;thi xa;Bến Cát;NG1;duong;NG1
tinh;Bình Dương;thi xa;Bến Cát;NG2;duong;NG2
tinh;Bình Dương;thi xa;Bến Cát;NG3;duong;NG3
tinh;Bình Dương;thi xa;Bến Cát;NG4;duong;NG4
tinh;Bình Dương;thi xa;Bến Cát;NG5;duong;NG5
tinh;Bình Dương;thi xa;Bến Cát;NG6;duong;NG6
tinh;Bình Dương;thi xa;Bến Cát;NG7;duong;NG7
tinh;Bình Dương;thi xa;Bến Cát;NG8;duong;NG8
tinh;Bình Dương;thi xa;Bến Cát;NH2;duong;NH2
tinh;Bình Dương;thi xa;Bến Cát;NH4;duong;NH4
tinh;Bình Dương;thi xa;Bến Cát;NH5;duong;NH5
tinh;Bình Dương;thi xa;Bến Cát;NH6;duong;NH6
tinh;Bình Dương;thi xa;Bến Cát;NH7;duong;NH7
tinh;Bình Dương;thi xa;Bến Cát;NH8;duong;NH8
tinh;Bình Dương;thi xa;Bến Cát;NH9;duong;NH9
tinh;Bình Dương;thi xa;Bến Cát;NI1;duong;NI1
tinh;Bình Dương;thi xa;Bến Cát;NI2;duong;NI2
tinh;Bình Dương;thi xa;Bến Cát;NI3;duong;NI3
tinh;Bình Dương;thi xa;Bến Cát;NI4;duong;NI4
tinh;Bình Dương;thi xa;Bến Cát;NI5;duong;NI5
tinh;Bình Dương;thi xa;Bến Cát;NI6;duong;NI6
tinh;Bình Dương;thi xa;Bến Cát;NI7;duong;NI7
tinh;Bình Dương;thi xa;Bến Cát;NI8;duong;NI8
tinh;Bình Dương;thi xa;Bến Cát;NI9;duong;NI9
tinh;Bình Dương;thi xa;Bến Cát;NJ1;duong;NJ1
tinh;Bình Dương;thi xa;Bến Cát;NJ2;duong;NJ2
tinh;Bình Dương;thi xa;Bến Cát;NJ3;duong;NJ3
tinh;Bình Dương;thi xa;Bến Cát;NJ4;duong;NJ4
tinh;Bình Dương;thi xa;Bến Cát;NJ5;duong;NJ5
tinh;Bình Dương;thi xa;Bến Cát;NK1;duong;NK1
tinh;Bình Dương;thi xa;Bến Cát;NK2;duong;NK2
tinh;Bình Dương;thi xa;Bến Cát;NK4;duong;NK4
tinh;Bình Dương;thi xa;Bến Cát;NK5;duong;NK5
tinh;Bình Dương;thi xa;Bến Cát;NK6;duong;NK6
tinh;Bình Dương;thi xa;Bến Cát;NK7;duong;NK7
tinh;Bình Dương;thi xa;Bến Cát;NK8;duong;NK8
tinh;Bình Dương;thi xa;Bến Cát;NL1;duong;NL1
tinh;Bình Dương;thi xa;Bến Cát;NL2;duong;NL2
tinh;Bình Dương;thi xa;Bến Cát;NL3;duong;NL3
tinh;Bình Dương;thi xa;Bến Cát;NL4;duong;NL4
tinh;Bình Dương;thi xa;Bến Cát;NL5;duong;NL5
tinh;Bình Dương;thi xa;Bến Cát;NL6;duong;NL6
tinh;Bình Dương;thi xa;Bến Cát;NL7;duong;NL7
tinh;Bình Dương;thi xa;Bến Cát;NL9;duong;NL9
tinh;Bình Dương;thi xa;Bến Cát;NP7;duong;NP7
tinh;Bình Dương;thi xa;Bến Cát;NX1;duong;NX1
tinh;Bình Dương;thi xa;Bến Cát;SB1;duong;SB1
tinh;Bình Dương;thi xa;Bến Cát;TA1;duong;TA1
tinh;Bình Dương;thi xa;Bến Cát;TC3;duong;TC3
tinh;Bình Dương;thi xa;Bến Cát;XB3;duong;XB3
tinh;Bình Dương;thi xa;Bến Cát;XC1;duong;XC1
tinh;Bình Dương;thi xa;Bến Cát;XC2;duong;XC2
tinh;Bình Dương;thi xa;Bến Cát;XC3;duong;XC3
tinh;Bình Dương;thi xa;Bến Cát;XC4;duong;XC4
tinh;Bình Dương;thi xa;Bến Cát;XC7;duong;XC7
tinh;Bình Dương;thi xa;Bến Cát;XE1;duong;XE1
tinh;Bình Dương;thi xa;Bến Cát;XH3;duong;XH3
tinh;Bình Dương;thi xa;Bến Cát;XH4;duong;XH4
tinh;Bình Dương;thi xa;Bến Cát;XH5;duong;XH5
tinh;Bình Dương;thi xa;Dĩ An;434;duong;434
tinh;Bình Dương;thi xa;Dĩ An;GS1;duong;GS1
tinh;Bình Dương;thi xa;Dĩ An;GS2;duong;GS2
tinh;Bình Dương;thi xa;Dĩ An;GS3;duong;GS3
tinh;Bình Dương;thi xa;Dĩ An;GS4;duong;GS4
tinh;Bình Dương;thi xa;Dĩ An;GS9;duong;GS9
tinh;Bình Dương;thi xa;Dĩ An;NP4;duong;NP4
tinh;Bình Dương;huyen;Tân Uyên;402;duong;402
tinh;Bình Dương;huyen;Tân Uyên;414;duong;414
tinh;Bình Dương;huyen;Tân Uyên;741;duong;741
tinh;Bình Dương;huyen;Tân Uyên;742;duong;742
tinh;Bình Dương;huyen;Tân Uyên;746;duong;746
tinh;Bình Dương;huyen;Tân Uyên;747;duong;747
tinh;Bình Dương;huyen;Tân Uyên;D4B;duong;D4B
tinh;Bình Dương;huyen;Tân Uyên;DDH;duong;DDH
tinh;Bình Dương;huyen;Tân Uyên;DDX;duong;DDX
tinh;Bình Dương;huyen;Tân Uyên;DP5;duong;DP5
tinh;Bình Dương;huyen;Tân Uyên;DV4;duong;DV4
tinh;Bình Dương;huyen;Tân Uyên;E11;duong;E11
tinh;Bình Dương;huyen;Tân Uyên;N1A;duong;N1A
tinh;Bình Dương;huyen;Tân Uyên;N1B;duong;N1B
tinh;Bình Dương;huyen;Tân Uyên;N2B;duong;N2B
tinh;Bình Dương;huyen;Tân Uyên;N3B;duong;N3B
tinh;Bình Dương;huyen;Tân Uyên;N40;duong;N40
tinh;Bình Dương;huyen;Tân Uyên;N6A;duong;N6A
tinh;Bình Dương;huyen;Tân Uyên;N6B;duong;N6B
tinh;Bình Dương;huyen;Tân Uyên;N7A;duong;N7A
tinh;Bình Dương;huyen;Tân Uyên;N7B;duong;N7B
tinh;Bình Dương;huyen;Tân Uyên;NB1;duong;NB1
tinh;Bình Dương;huyen;Tân Uyên;NB6;duong;NB6
tinh;Bình Dương;huyen;Tân Uyên;NB7;duong;NB7
tinh;Bình Dương;huyen;Tân Uyên;NB8;duong;NB8
tinh;Bình Dương;huyen;Tân Uyên;NC1;duong;NC1
tinh;Bình Dương;huyen;Tân Uyên;NE1;duong;NE1
tinh;Bình Dương;huyen;Tân Uyên;NXX;duong;NXX
tinh;Bình Dương;huyen;Tân Uyên;X2B;duong;X2B
tinh;Bình Dương;huyen;Tân Uyên;XB1;duong;XB1
tinh;Bình Dương;huyen;Tân Uyên;XB2;duong;XB2
tinh;Bình Dương;huyen;Tân Uyên;XB4;duong;XB4
tinh;Bình Dương;thi xa;Thủ Dầu Một;322;duong;322
tinh;Bình Dương;thi xa;Thủ Dầu Một;AN2;duong;AN2
tinh;Bình Dương;thi xa;Thủ Dầu Một;D2B;duong;D2B
tinh;Bình Dương;thi xa;Thủ Dầu Một;D55;duong;D55
tinh;Bình Dương;thi xa;Thủ Dầu Một;DA1;duong;DA1
tinh;Bình Dương;thi xa;Thủ Dầu Một;DA2;duong;DA2
tinh;Bình Dương;thi xa;Thủ Dầu Một;DB4;duong;DB4
tinh;Bình Dương;thi xa;Thủ Dầu Một;DB5;duong;DB5
tinh;Bình Dương;thi xa;Thủ Dầu Một;DB6;duong;DB6
tinh;Bình Dương;thi xa;Thủ Dầu Một;DB7;duong;DB7
tinh;Bình Dương;thi xa;Thủ Dầu Một;DB9;duong;DB9
tinh;Bình Dương;thi xa;Thủ Dầu Một;DJ9;duong;DJ9
tinh;Bình Dương;thi xa;Thủ Dầu Một;K48;duong;K48
tinh;Bình Dương;thi xa;Thủ Dầu Một;N16;duong;N16
tinh;Bình Dương;thi xa;Thủ Dầu Một;N22;duong;N22
